Collection Name,Title#1,Creator#1,CreatorLink#1,Creator#2,CreatorLink#2,Publisher#1,PublisherLink#1,Contributor#1,Contributor#2,Scientific Name#1,Higher Classification#1,Higher Classification Source#1,Scientific Name#2,Higher Classification#2,Higher Classification Source#2,Scientific Name#3,Higher Classification#3,Higher Classification Source#3,Scientific Name#4,Higher Classification#4,Higher Classification Source#4,Scientific Name#5,Higher Classification#5,Higher Classification Source#5,Description#1,Description#2,Description#3,Description#4,Description#5,Date#1,Type#1,TypeLink#1,Format#1,FormatLink#1,Format#2,FormatLink#2,Format#3,FormatLink#3,Coverage#1,CoverageLink#1,Coverage#2,CoverageLink#2,Coverage#3,CoverageLink#3,Subject#1,SubjectLink#1,Subject#2,SubjectLink#2,Subject#3,SubjectLink#3,Subject#4,SubjectLink#4,Subject#5,SubjectLink#5,Subject#6,SubjectLink#6,Subject#7,SubjectLink#7,Subject#8,SubjectLink#8,Subject#9,SubjectLink#9,Subject#10,SubjectLink#10,Subject#11,SubjectLink#11,Subject#12,SubjectLink#12,Subject#13,SubjectLink#13,Identifier ARK#1,Identifier#1,Language#1,LanguageLink#1,Relation#1,RelationLink#1,Relation#2,Relation#3,Rights#1,RightsLink#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Theodore Dru Alison Cockerell Papers,Notes on Leptis florissantina,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Leptis florissantina,Animalia | Arthropoda | Insecta | Diptera | Rhagionidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/fc5q3174v42k,narv_cockerellFlorissant_038_007_013.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,71,4847,narv_cockerellFlorissant_038_007_013.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~71~147479
Theodore Dru Alison Cockerell Papers,Notes on Nicocles miocenicus,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Nicocles miocenicus,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/2r340f69n5m3,narv_cockerellFlorissant_038_007_014.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,72,4847,narv_cockerellFlorissant_038_007_014.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~72~147477
Theodore Dru Alison Cockerell Papers,Notes on Cophura antiquella,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Cophura antiquella,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/80613m43k9wn,narv_cockerellFlorissant_038_007_015.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,73,4847,narv_cockerellFlorissant_038_007_015.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~73~147475
Theodore Dru Alison Cockerell Papers,Notes on Cophura antiquella,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Cophura antiquella,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/923r7z4142bg,narv_cockerellFlorissant_038_007_016.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,74,4847,narv_cockerellFlorissant_038_007_016.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~74~147473
Theodore Dru Alison Cockerell Papers,Notes on Taracticus contusus,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Taracticus contusus,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/03542g48m9mg,narv_cockerellFlorissant_038_007_017.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,75,4847,narv_cockerellFlorissant_038_007_017.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~75~147471
Theodore Dru Alison Cockerell Papers,Notes on Taracticus renovatus,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Taracticus renovatus,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/rk2p9240g54k,narv_cockerellFlorissant_038_007_018.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,76,4847,narv_cockerellFlorissant_038_007_018.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~76~147469
Theodore Dru Alison Cockerell Papers,Notes on Microstylum (?) destructem,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Microstylum destructem,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Genus is conjectural in Cockerell's notes. Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Circa 1909,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/t88f6m53d9pz,narv_cockerellFlorissant_038_007_019.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,77,4847,narv_cockerellFlorissant_038_007_019.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~77~147467
Theodore Dru Alison Cockerell Papers,Notes on Microstylum wheeleri,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Microstylum wheeleri,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,1906-07-08,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/5z5g4963d622,narv_cockerellFlorissant_038_007_020.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,78,4847,narv_cockerellFlorissant_038_007_020.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~78~147465
Theodore Dru Alison Cockerell Papers,Notes on an Asilid,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Asilidae,Animalia | Arthropoda | Insecta | Diptera,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,1905-03-22,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/6z809m21n31n,narv_cockerellFlorissant_038_007_021.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,79,4847,narv_cockerellFlorissant_038_007_021.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~79~147463
Theodore Dru Alison Cockerell Papers,Notes on Microstylum wheeleri (?),"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Microstylum wheeleri,Animalia | Arthropoda | Insecta | Diptera | Asilidae,GBIF,,,,,,,,,,,,,Species is conjectural in Cockerell's notes. Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/3q736m56f9w6,narv_cockerellFlorissant_038_007_022.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,80,4847,narv_cockerellFlorissant_038_007_022.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~80~147461
Theodore Dru Alison Cockerell Papers,Notes on Chironomus scudderiellus,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Chironomus scudderiellus,Animalia | Arthropoda | Insecta | Diptera | Chironomidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/760n4113x69z,narv_cockerellFlorissant_038_007_023.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,81,4847,narv_cockerellFlorissant_038_007_023.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~81~147459
Theodore Dru Alison Cockerell Papers,Notes on Cordylura exhumata,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Cordylura exhumata,Animalia | Arthropoda | Insecta | Diptera | Scathophagidae,Fossilworks.org,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/v99j3z66v878,narv_cockerellFlorissant_038_007_024.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,82,4847,narv_cockerellFlorissant_038_007_024.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~82~147457
Theodore Dru Alison Cockerell Papers,Notes on Empis florissantana,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Empis florissantana,Animalia | Arthropoda | Insecta | Diptera | Empididae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/154d0425k5zm,narv_cockerellFlorissant_038_007_025.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,83,4847,narv_cockerellFlorissant_038_007_025.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~83~147455
Theodore Dru Alison Cockerell Papers,Notes on Empis miocenica,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Empis miocenica,Animalia | Arthropoda | Insecta | Diptera | Empididae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Circa 1908,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/535h4h327368,narv_cockerellFlorissant_038_007_026.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,84,4847,narv_cockerellFlorissant_038_007_026.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~84~147453
Theodore Dru Alison Cockerell Papers,Notes on Empis perdita,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Empis perdita,Animalia | Arthropoda | Insecta | Diptera | Empididae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Circa 1914,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/967c3358w893,narv_cockerellFlorissant_038_007_027.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,85,4847,narv_cockerellFlorissant_038_007_027.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~85~147451
Theodore Dru Alison Cockerell Papers,Notes on Rhamphomyia hypolitha,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Rhamphomyia hypolitha,Animalia | Arthropoda | Insecta | Diptera | Empididae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/mn598b30v1zb,narv_cockerellFlorissant_038_007_028.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,86,4847,narv_cockerellFlorissant_038_007_028.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~86~147449
Theodore Dru Alison Cockerell Papers,Notes on Rhamphomyia sepulta,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Rhamphomyia sepulta,Animalia | Arthropoda | Insecta | Diptera | Empididae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/jv0z8n71x3r4,narv_cockerellFlorissant_038_007_029.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,87,4847,narv_cockerellFlorissant_038_007_029.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~87~147447
Theodore Dru Alison Cockerell Papers,Notes on Glossina armatipes,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Glossina armatipes,Animalia | Arthropoda | Insecta | Diptera | Glossinidae,GBIF,,,,,,,,,,,,,Classified by Cockerell; scientific classification may have changed.,"Box 38, Folder 7.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/cp0v9q4793t4,narv_cockerellFlorissant_038_007_030.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,88,4847,narv_cockerellFlorissant_038_007_030.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~88~147445
