Collection Name,Title#1,Creator#1,CreatorLink#1,Creator#2,CreatorLink#2,Publisher#1,PublisherLink#1,Contributor#1,Contributor#2,Scientific Name#1,Higher Classification#1,Higher Classification Source#1,Scientific Name#2,Higher Classification#2,Higher Classification Source#2,Scientific Name#3,Higher Classification#3,Higher Classification Source#3,Scientific Name#4,Higher Classification#4,Higher Classification Source#4,Scientific Name#5,Higher Classification#5,Higher Classification Source#5,Description#1,Description#2,Description#3,Description#4,Description#5,Date#1,Type#1,TypeLink#1,Format#1,FormatLink#1,Format#2,FormatLink#2,Format#3,FormatLink#3,Coverage#1,CoverageLink#1,Coverage#2,CoverageLink#2,Coverage#3,CoverageLink#3,Subject#1,SubjectLink#1,Subject#2,SubjectLink#2,Subject#3,SubjectLink#3,Subject#4,SubjectLink#4,Subject#5,SubjectLink#5,Subject#6,SubjectLink#6,Subject#7,SubjectLink#7,Subject#8,SubjectLink#8,Subject#9,SubjectLink#9,Subject#10,SubjectLink#10,Subject#11,SubjectLink#11,Subject#12,SubjectLink#12,Subject#13,SubjectLink#13,Identifier ARK#1,Identifier#1,Language#1,LanguageLink#1,Relation#1,RelationLink#1,Relation#2,Relation#3,Rights#1,RightsLink#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Theodore Dru Alison Cockerell Papers,Notes on Acridiidae (Tyrbula spp. and Gomphocerus sp.),"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Tyrbula,Animalia | Arthropoda | Insecta | Orthoptera | Acrididae,GBIF,Gomphocerus,Animalia | Arthropoda | Insecta | Orthoptera | Acrididae,GBIF,,,,,,,,,,"In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/235f0x76t5tg,narv_cockerellFlorissant_038_011_017.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,179,4847,narv_cockerellFlorissant_038_011_017.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~179~147263
Theodore Dru Alison Cockerell Papers,Notes on Blattidae (Zetobora and Homoeogamia spp.),"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Zetobora,Animalia | Arthropoda | Insecta | Blattodea | Blaberidae,GBIF,Homoeogamia,Animalia | Arthropoda | Insecta | Blattodea | Corydiidae,GBIF,,,,,,,,,,"In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/58489v3050z6,narv_cockerellFlorissant_038_011_018.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,180,4847,narv_cockerellFlorissant_038_011_018.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~180~147261
Theodore Dru Alison Cockerell Papers,Notes on Labiduromma spp.,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Labiduromma,Animalia | Arthropoda | Insecta | Dermaptera | Labiduridae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/dj8q4g58k7q3,narv_cockerellFlorissant_038_011_019.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,181,4847,narv_cockerellFlorissant_038_011_019.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~181~147259
Theodore Dru Alison Cockerell Papers,"Notes on Locustidae (Lithymnetes, Cymatomera, Orchelimum, Locusta, and Gryllacris spp.)","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Lithymnetes,Animalia | Arthropoda | Insecta | Orthoptera | Tettigoniidae,GBIF,Cymatomera,Animalia | Arthropoda | Insecta | Orthoptera | Prophalangopsidae,GBIF,Orchelimum,Animalia | Arthropoda | Insecta | Orthoptera | Tettigoniidae,GBIF,Locusta,Animalia | Arthropoda | Insecta | Orthoptera | Acrididae,,Gryllacris,Animalia | Arthropoda | Insecta | Orthoptera | Gryllacrididae,GBIF,"In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/pc4p6w41x9w5,narv_cockerellFlorissant_038_011_020.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,182,4847,narv_cockerellFlorissant_038_011_020.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~182~147257
Theodore Dru Alison Cockerell Papers,Notes on Agathemera reclusa,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Agathemera reclusa,Animalia | Arthropoda | Insecta | Phasmida | Agathemeridae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/mf318m6871g9,narv_cockerellFlorissant_038_011_021.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,183,4847,narv_cockerellFlorissant_038_011_021.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~183~147255
Theodore Dru Alison Cockerell Papers,University of Colorado Department of History folder,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, annotator",http://id.loc.gov/authorities/names/n88619263,,,Unidentified printer,,,,,,,,,,,,,,,,,,,"Cockerell used this folder for items in Box 38, Folder 13; the cover is labeled ""Florissant Vespidae & Eumenidae"" in his hand.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,folders (containers),http://vocab.getty.edu/aat/300197602,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/5n4j2t82k5nt,narv_cockerellFlorissant_038_013_000.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,184,4847,narv_cockerellFlorissant_038_013_000.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~184~147609
Theodore Dru Alison Cockerell Papers,Notes on Vespa and Palaeovespa spp.,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Vespa,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,Palaeovespa,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/818t551685c9,narv_cockerellFlorissant_038_013_001.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,185,4847,narv_cockerellFlorissant_038_013_001.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~185~147251
Theodore Dru Alison Cockerell Papers,Notes on Palaeovespa relecta,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Palaeovespa relecta,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/ct97522394xx,narv_cockerellFlorissant_038_013_002.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,186,4847,narv_cockerellFlorissant_038_013_002.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~186~147249
Theodore Dru Alison Cockerell Papers,Notes on Odynerus percontusus,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Odynerus percontusus,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/r14z8j40k7jn,narv_cockerellFlorissant_038_013_003.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,187,4847,narv_cockerellFlorissant_038_013_003.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~187~147247
Theodore Dru Alison Cockerell Papers,Notes on Odynerus praesepultus,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Odynerus praesepultus,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/fn8j6b29383f,narv_cockerellFlorissant_038_013_004.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,188,4847,narv_cockerellFlorissant_038_013_004.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~188~147245
Theodore Dru Alison Cockerell Papers,Notes on Odynerus terryi,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Odynerus terryi,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/fn2n8g44w6jx,narv_cockerellFlorissant_038_013_005.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,189,4847,narv_cockerellFlorissant_038_013_005.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~189~147243
Theodore Dru Alison Cockerell Papers,Notes on Odynerus wilmattae,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Odynerus wilmattae,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/35437h28f29s,narv_cockerellFlorissant_038_013_006.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,190,4847,narv_cockerellFlorissant_038_013_006.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~190~147241
Theodore Dru Alison Cockerell Papers,"Notes on Palaeovespa scudderi, Vespa spp., and Odynerus palaeophilus","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Palaeovespa scudderi,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,Vespa,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,Odynerus palaeophilus,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/5q798496j37m,narv_cockerellFlorissant_038_013_007.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,191,4847,narv_cockerellFlorissant_038_013_007.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~191~147239
Theodore Dru Alison Cockerell Papers,Notes on Palaeovespa wilsoni,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Palaeovespa wilsoni,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/jw5p4d39w6sk,narv_cockerellFlorissant_038_013_008.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,192,4847,narv_cockerellFlorissant_038_013_008.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~192~147237
Theodore Dru Alison Cockerell Papers,Notes on Palaeovespa wilsoni,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Palaeovespa wilsoni,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/60931x5400j2,narv_cockerellFlorissant_038_013_009.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,193,4847,narv_cockerellFlorissant_038_013_009.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~193~147235
Theodore Dru Alison Cockerell Papers,Notes on Palaeovespa scudderi,"Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author",http://id.loc.gov/authorities/names/n88619263,,,,,,,Palaeovespa scudderi,Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae,GBIF,,,,,,,,,,,,,"In folder labeled ""Florissant Vespidae & Eumerindae"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 13.",,,,Undated,Text,http://purl.org/dc/dcmitype/Text,research notes,http://vocab.getty.edu/aat/300265639,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/5f093z8961w4,narv_cockerellFlorissant_038_013_011.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.",http://rightsstatements.org/vocab/UND/1.0/,194,4847,narv_cockerellFlorissant_038_013_011.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~194~147621
Theodore Dru Alison Cockerell Papers,"Science, cover and pages ii, vii, and viii","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, annotator",http://id.loc.gov/authorities/names/n88619263,,,Unidentified publisher,,,,,,,,,,,,,,,,,,,"Cockerell used these pages from Science as a folder for items in Box 38, Folder 14; the first page is labeled ""Nemestrinidae"" in his hand.",,,,,1907-07-26,Text,http://purl.org/dc/dcmitype/Text,periodicals,http://vocab.getty.edu/aat/300026657,,,,,Florissant Fossil Beds National Monument (Colo.),http://id.loc.gov/authorities/subjects/sh2004003365,,,,,Naturalists--Colorado,http://id.loc.gov/authorities/subjects/sh85090273,Paleontology--Colorado--Teller County,http://id.loc.gov/authorities/subjects/sh85097123,,,,,,,,,,,,,,,,,,,,,,,https://ark.colorado.edu/ark:/47540/zv19717415gc,narv_cockerellFlorissant_038_014_000.pdf,English,http://id.loc.gov/vocabulary/iso639-2/eng,,Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,195,4847,narv_cockerellFlorissant_038_014_000.pdf,https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~195~147607
