"Collection Name","Title#1","Creator#1","CreatorLink#1","Creator#2","CreatorLink#2","Publisher#1","PublisherLink#1","Contributor#1","Contributor#2","Scientific Name#1","Higher Classification#1","Higher Classification Source#1","Scientific Name#2","Higher Classification#2","Higher Classification Source#2","Scientific Name#3","Higher Classification#3","Higher Classification Source#3","Scientific Name#4","Higher Classification#4","Higher Classification Source#4","Scientific Name#5","Higher Classification#5","Higher Classification Source#5","Description#1","DescriptionLink#1","Description#2","Description#3","Description#4","Description#5","Date#1","Type#1","TypeLink#1","Format#1","FormatLink#1","Format#2","FormatLink#2","Format#3","FormatLink#3","Format#4","FormatLink#4","Coverage#1","CoverageLink#1","Coverage#2","CoverageLink#2","Coverage#3","CoverageLink#3","Subject#1","SubjectLink#1","Subject#10","SubjectLink#10","Subject#11","SubjectLink#11","Subject#12","SubjectLink#12","Subject#13","SubjectLink#13","Subject#2","SubjectLink#2","Subject#3","SubjectLink#3","Subject#4","SubjectLink#4","Subject#5","SubjectLink#5","Subject#6","SubjectLink#6","Subject#7","SubjectLink#7","Subject#8","SubjectLink#8","Subject#9","SubjectLink#9","Identifier#1","Identifier ARK#1","Source#1","SourceLink#1","Language#1","LanguageLink#1","Relation#1","RelationLink#1","Relation#2","Relation#3","Rights#1","RightsLink#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Theodore Dru Alison Cockerell Papers","Notes on Leia miocenica","[Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author]","http://id.loc.gov/authorities/names/n88619263","","","","","","","Leia miocenica","Animalia | Arthropoda | Insecta | Diptera | Mycetophilidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","[1911]","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_048.pdf","https://ark.colorado.edu/ark:/47540/fg4v4658d272","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","250","147409","5112","narv_cockerellFlorissant_038_007_048.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~250~147409"
"Theodore Dru Alison Cockerell Papers","Notes on Mycetophaetus intermedius","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Mycetophaetus intermedius","Animalia | Arthropoda | Insecta | Diptera | Mycetophilidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_049.pdf","https://ark.colorado.edu/ark:/47540/rs3m5k14p3ph","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","107","147407","5112","narv_cockerellFlorissant_038_007_049.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~107~147407"
"Theodore Dru Alison Cockerell Papers","Notes on Mycomya lithomendax","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Mycomya lithomendax","Animalia | Arthropoda | Insecta | Diptera | Mycetophilidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_050.pdf","https://ark.colorado.edu/ark:/47540/k47f8699m0fc","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","108","147405","5112","narv_cockerellFlorissant_038_007_050.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~108~147405"
"Theodore Dru Alison Cockerell Papers","Notes on Mycetophila bradenae","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Mycetophila bradenae","Animalia | Arthropoda | Insecta | Diptera | Keroplatidae | Mycetophilidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_051.pdf","https://ark.colorado.edu/ark:/47540/wq86886169cb","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","109","147403","5112","narv_cockerellFlorissant_038_007_051.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~109~147403"
"Theodore Dru Alison Cockerell Papers","Notes on Sackenia gibbosa","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Sackenia gibbosa","Animalia | Arthropoda | Insecta | Diptera | Mycetophilidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_052.pdf","https://ark.colorado.edu/ark:/47540/dc0c6h2475mn","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","110","147401","5112","narv_cockerellFlorissant_038_007_052.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~110~147401"
"Theodore Dru Alison Cockerell Papers","Notes on Sciara florissantensis","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Sciara florissantensis","Animalia | Arthropoda | Insecta | Diptera | Sciaridae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_053.pdf","https://ark.colorado.edu/ark:/47540/3h4d3688w63h","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","111","147399","5112","narv_cockerellFlorissant_038_007_053.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~111~147399"
"Theodore Dru Alison Cockerell Papers","Notes on Mydas miocenicus","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Mydas miocenicus","Animalia | Arthropoda | Insecta | Diptera | Mydidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_054.pdf","https://ark.colorado.edu/ark:/47540/4k7b7p89w5qb","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","112","147397","5112","narv_cockerellFlorissant_038_007_054.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~112~147397"
"Theodore Dru Alison Cockerell Papers","Notes on Mydas miocenicus","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Mydas miocenicus","Animalia | Arthropoda | Insecta | Diptera | Mydidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_055.pdf","https://ark.colorado.edu/ark:/47540/g2466136g3xk","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","113","147395","5112","narv_cockerellFlorissant_038_007_055.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~113~147395"
"Theodore Dru Alison Cockerell Papers","Notes on Melieria atavina","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Melieria atavina","Animalia | Arthropoda | Insecta | Diptera | Ulidiidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_056.pdf","https://ark.colorado.edu/ark:/47540/r12r0903p39x","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","114","147393","5112","narv_cockerellFlorissant_038_007_056.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~114~147393"
"Theodore Dru Alison Cockerell Papers","Notes on Pachysomites inermis","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Pachysomites inermis","Animalia | Arthropoda | Insecta | Diptera | Richardiidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_057.pdf","https://ark.colorado.edu/ark:/47540/0j1328735018","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","115","147391","5112","narv_cockerellFlorissant_038_007_057.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~115~147391"
"Theodore Dru Alison Cockerell Papers","Notes on Pachysomites inermis","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Pachysomites inermis","Animalia | Arthropoda | Insecta | Diptera | Richardiidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_058.pdf","https://ark.colorado.edu/ark:/47540/s58c2f33c3jj","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","116","147389","5112","narv_cockerellFlorissant_038_007_058.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~116~147389"
"Theodore Dru Alison Cockerell Papers","Notes on Urortalis caudatus","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Urortalis caudatus","Animalia | Arthropoda | Insecta | Diptera | Richardiidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_059.pdf","https://ark.colorado.edu/ark:/47540/fm773m72r0f2","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","117","147387","5112","narv_cockerellFlorissant_038_007_059.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~117~147387"
"Theodore Dru Alison Cockerell Papers","Notes on Eucallimyia fortis","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Eucallimyia fortis","Animalia | Arthropoda | Insecta | Diptera | Platypezidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_060.pdf","https://ark.colorado.edu/ark:/47540/h33k1p44q6nm","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","118","147385","5112","narv_cockerellFlorissant_038_007_060.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~118~147385"
"Theodore Dru Alison Cockerell Papers","Letter from C. T. Brues to Theodore Cockerell re Phora cockerelli","Brues, Charles T. (Charles Thomas), 1879-1955, author","http://id.loc.gov/authorities/names/n83825972","","","","","","","Phora cockerelli","Animalia | Arthropoda | Insecta | Diptera | Phoridae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","1911-04-12","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_061.pdf","https://ark.colorado.edu/ark:/47540/cs4v9f39107n","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","119","147383","5112","narv_cockerellFlorissant_038_007_061.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~119~147383"
"Theodore Dru Alison Cockerell Papers","Notes on Sciomyza florissantensis","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Sciomyza florissantensis","Animalia | Arthropoda | Insecta | Diptera | Sciomyzidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_062.pdf","https://ark.colorado.edu/ark:/47540/g77s1f22h74p","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","120","147381","5112","narv_cockerellFlorissant_038_007_062.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~120~147381"
"Theodore Dru Alison Cockerell Papers","Notes on Oxycera (?) contusa","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Oxycera contusa","Animalia | Arthropoda | Insecta | Diptera | Stratiomyidae","GBIF","","","","","","","","","","","","","Genus is conjectural in Cockerell's notes. Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","ca. 1916","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_063.pdf","https://ark.colorado.edu/ark:/47540/h32j9g90j7hf","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","121","147379","5112","narv_cockerellFlorissant_038_007_063.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~121~147379"
"Theodore Dru Alison Cockerell Papers","Notes on Oxycera rohweri","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Oxycera rohweri","Animalia | Arthropoda | Insecta | Diptera | Stratiomyidae","GBIF","","","","","","","","","","","","","Classified by Cockerell; scientific classification may have changed.","","Box 38, Folder 7.","","","","Undated","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","narv_cockerellFlorissant_038_007_064.pdf","https://ark.colorado.edu/ark:/47540/sv4n953571cs","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","122","147377","5112","narv_cockerellFlorissant_038_007_064.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~122~147377"
