"Collection Name","Title#1","Creator#1","CreatorLink#1","Creator#2","CreatorLink#2","Publisher#1","PublisherLink#1","Contributor#1","Contributor#2","Scientific Name#1","Higher Classification#1","Higher Classification Source#1","Scientific Name#2","Higher Classification#2","Higher Classification Source#2","Scientific Name#3","Higher Classification#3","Higher Classification Source#3","Scientific Name#4","Higher Classification#4","Higher Classification Source#4","Scientific Name#5","Higher Classification#5","Higher Classification Source#5","Description#1","Description#2","Description#3","Description#4","Description#5","Date#1","Date#2","Type#1","TypeLink#1","Format#1","FormatLink#1","Format#2","FormatLink#2","Format#3","FormatLink#3","Coverage#1","CoverageLink#1","Coverage#2","CoverageLink#2","Coverage#3","CoverageLink#3","Subject#1","SubjectLink#1","Subject#10","SubjectLink#10","Subject#11","SubjectLink#11","Subject#12","SubjectLink#12","Subject#13","SubjectLink#13","Subject#2","SubjectLink#2","Subject#3","SubjectLink#3","Subject#4","SubjectLink#4","Subject#5","SubjectLink#5","Subject#6","SubjectLink#6","Subject#7","SubjectLink#7","Subject#8","SubjectLink#8","Subject#9","SubjectLink#9","Identifier ARK#1","Identifier#2","Language#1","LanguageLink#1","Relation#1","RelationLink#1","Relation#2","Relation#3","Rights#1","RightsLink#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"Theodore Dru Alison Cockerell Papers","Letter from James G. Needham to Theodore Cockerell","Needham, James G. (James George), 1868-1957, author","http://id.loc.gov/authorities/names/n87816931","Morgan, Ann Haven, 1882-1966","http://id.loc.gov/authorities/names/n91033900","","","","","","","","","","","","","","","","","","","","With enclosed letter from James G. Needham and Anna [sic] H. Morgan addressed to ""Dear Sir"", also dated 27 March 1912.","Box 13, Folder 5.","","","","1912 March 27","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/7w5h4777c7w0","narv_cockerellFlorissant_013_005_006.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","33","4847","narv_cockerellFlorissant_013_005_006.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~33~147555","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_013_005_006.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from James G. Needham to Theodore Cockerell","Needham, James G. (James George), 1868-1957, author","http://id.loc.gov/authorities/names/n87816931","","","","","","","","","","","","","","","","","","","","","","Box 13, Folder 5.","","","","","1912 April 24","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/sj0v3q34q3xq","narv_cockerellFlorissant_013_005_007.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","34","4847","narv_cockerellFlorissant_013_005_007.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~34~147615","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4499/narv_cockerellFlorissant_013_005_007.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from Charles Schuchert to Theodore Cockerell","Schuchert, Charles, 1858-1942, author","http://id.loc.gov/authorities/names/n84803387","","","","","","","","","","","","","","","","","","","","","","Box 16, Folder 3.","","","","","1911 October 25","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/p985088106q6","narv_cockerellFlorissant_016_003_001.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","35","4847","narv_cockerellFlorissant_016_003_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~35~147551","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_016_003_001.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from R. W. Schufeldt to Theodore Cockerell","Schufeldt, R. W., author","","","","","","","","","","","","","","","","","","","","","","","Box 16, Folder 27.","","","","","1913 April 9","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/vs968p09v9nm","narv_cockerellFlorissant_016_027_001.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","36","4847","narv_cockerellFlorissant_016_027_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~36~147549","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_016_027_001.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from R. W. Schufeldt to Theodore Cockerell","Schufeldt, R. W., author","","","","","","","","","","","","","","","","","","","","","","","Box 16, Folder 27.","","","","","1913 June 10","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/vx1w080593kf","narv_cockerellFlorissant_016_027_003.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","37","4847","narv_cockerellFlorissant_016_027_003.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~37~147547","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_016_027_003.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from Charles H. Sternberg to Theodore Cockerell","Sternberg, Charles H. (Charles Hazelius), 1850- , author","http://id.loc.gov/authorities/names/n87132945","","","","","","","","","","","","","","","","","","","","","","Box 17, Folder 19.","","","","","1904 May 30","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/8s923s55t0k4","narv_cockerellFlorissant_017_019_001.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","38","4847","narv_cockerellFlorissant_017_019_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~38~147545","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_017_019_001.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from Charles H. Sternberg to Theodore Cockerell","Sternberg, Charles H. (Charles Hazelius), 1850- , author","http://id.loc.gov/authorities/names/n87132945","","","","","","","","","","","","","","","","","","","","","","With enclosed ""List of Niobrara Cretaceous Fossil"" dated 1909.","Box 17, Folder 19.","","","","1909 September 27","1909","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","sales catalogs","http://vocab.getty.edu/aat/300026074","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/vb7j0g6817fh","narv_cockerellFlorissant_017_019_002.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","39","4847","narv_cockerellFlorissant_017_019_002.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~39~147619","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4499/narv_cockerellFlorissant_017_019_002.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from Charles H. Sternberg to Theodore Cockerell","Sternberg, Charles H. (Charles Hazelius), 1850- , author","http://id.loc.gov/authorities/names/n87132945","","","","","","","","","","","","","","","","","","","","","","Box 17, Folder 19.","","","","","1909 November 15","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/0x1q1k96812w","narv_cockerellFlorissant_017_019_003.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","40","4847","narv_cockerellFlorissant_017_019_003.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~40~147633","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4499/narv_cockerellFlorissant_017_019_003.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from William Strieby to Theodore Cockerell","Strieby, William, author","","","","","","","","","","","","","","","","","","","","","","","Box 17, Folder 31.","","","","","1908 July 5","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/232b6932b3jk","narv_cockerellFlorissant_017_031_001.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","41","4847","narv_cockerellFlorissant_017_031_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~41~147539","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_017_031_001.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from W. M. Wheeler to Theodore Cockerell","Wheeler, William Morton, 1865-1937, author","http://id.loc.gov/authorities/names/n87901300","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 39.","","","","","1909 February 17","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/rd1g5x02b106","narv_cockerellFlorissant_019_039_001.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","42","4847","narv_cockerellFlorissant_019_039_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~42~147537","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_039_001.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1909 February 15","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/fr7b8638h1qv","narv_cockerellFlorissant_019_050_001.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","43","4847","narv_cockerellFlorissant_019_050_001.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~43~147535","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_001.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1909 February 23","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/h01p4p6661m3","narv_cockerellFlorissant_019_050_008.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","44","4847","narv_cockerellFlorissant_019_050_008.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~44~147533","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_008.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1909 May 15","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/ff5s6081q480","narv_cockerellFlorissant_019_050_010.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","45","4847","narv_cockerellFlorissant_019_050_010.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~45~147531","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_010.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1909 May 26","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/hg4t229012zb","narv_cockerellFlorissant_019_050_012.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","46","4847","narv_cockerellFlorissant_019_050_012.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~46~147529","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_012.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1911 February 8","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/t67t2g8671vf","narv_cockerellFlorissant_019_050_014.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","47","4847","narv_cockerellFlorissant_019_050_014.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~47~147527","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_014.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1911 March 22","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/k64r8681b2fr","narv_cockerellFlorissant_019_050_016.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","48","4847","narv_cockerellFlorissant_019_050_016.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~48~147525","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_016.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1911 March 26","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/7b2v2z086787","narv_cockerellFlorissant_019_050_018.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","49","4847","narv_cockerellFlorissant_019_050_018.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~49~147523","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_018.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1911 April 6","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/9j341j7205m0","narv_cockerellFlorissant_019_050_021.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","50","4847","narv_cockerellFlorissant_019_050_021.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~50~147521","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_021.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from H. F. Wickham to Theodore Cockerell","Wickham, H. F. (Henry Frederick), 1866-1933, author","http://id.loc.gov/authorities/names/no2007090122","","","","","","","","","","","","","","","","","","","","","","Box 19, Folder 50.","","","","","1911 June 15","","Text","http://purl.org/dc/dcmitype/Text","letters (correspondence)","http://vocab.getty.edu/aat/300026879","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/635s9s00b1hw","narv_cockerellFlorissant_019_050_023.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","51","4847","narv_cockerellFlorissant_019_050_023.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~51~147519","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_019_050_023.pdf"
