"Collection Name","Title#1","Creator#1","CreatorLink#1","Creator#2","CreatorLink#2","Publisher#1","PublisherLink#1","Contributor#1","Contributor#2","Scientific Name#1","Higher Classification#1","Higher Classification Source#1","Scientific Name#2","Higher Classification#2","Higher Classification Source#2","Scientific Name#3","Higher Classification#3","Higher Classification Source#3","Scientific Name#4","Higher Classification#4","Higher Classification Source#4","Scientific Name#5","Higher Classification#5","Higher Classification Source#5","Description#1","Description#2","Description#3","Description#4","Description#5","Date#1","Date#2","Type#1","TypeLink#1","Format#1","FormatLink#1","Format#2","FormatLink#2","Format#3","FormatLink#3","Coverage#1","CoverageLink#1","Coverage#2","CoverageLink#2","Coverage#3","CoverageLink#3","Subject#1","SubjectLink#1","Subject#10","SubjectLink#10","Subject#11","SubjectLink#11","Subject#12","SubjectLink#12","Subject#13","SubjectLink#13","Subject#2","SubjectLink#2","Subject#3","SubjectLink#3","Subject#4","SubjectLink#4","Subject#5","SubjectLink#5","Subject#6","SubjectLink#6","Subject#7","SubjectLink#7","Subject#8","SubjectLink#8","Subject#9","SubjectLink#9","Identifier ARK#1","Identifier#2","Language#1","LanguageLink#1","Relation#1","RelationLink#1","Relation#2","Relation#3","Rights#1","RightsLink#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:4"
"Theodore Dru Alison Cockerell Papers","Notes on Labiduromma exsulatum","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Labiduromma exsulatum","Animalia | Arthropoda | Insecta | Dermaptera | Anisolabididae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/4k5r3b93h41s","narv_cockerellFlorissant_038_011_002.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","165","4847","narv_cockerellFlorissant_038_011_002.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~165~147291","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_002.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Lithophotina floccosa","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Lithophotina floccosa","Animalia | Arthropoda | Insecta | Orthoptera","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/m6285c757536","narv_cockerellFlorissant_038_011_003.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","166","4847","narv_cockerellFlorissant_038_011_003.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~166~147289","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_003.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Capnobotes silens","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Capnobotes silens","Animalia | Arthropoda | Insecta | Orthoptera | Tettigoniidae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/2k3n1v98t15v","narv_cockerellFlorissant_038_011_004.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","167","4847","narv_cockerellFlorissant_038_011_004.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~167~147287","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_004.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Palaeorehnia maculata","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Palaeorehnia maculata","Animalia | Arthropoda | Insecta | Orthoptera | Prophalangopsidae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/s42c2g74n5bt","narv_cockerellFlorissant_038_011_005.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","168","4847","narv_cockerellFlorissant_038_011_005.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~168~147285","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_005.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Palaeorehnia maculata and Platypedia primigenia","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Palaeorehnia maculata","Animalia | Arthropoda | Insecta | Orthoptera | Prophalangopsidae","GBIF","Platypedia primigenia","Animalia | Arthropoda | Insecta | Hemiptera | Cicadidae","GBIF","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/s90q1f05t9kg","narv_cockerellFlorissant_038_011_006.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","169","4847","narv_cockerellFlorissant_038_011_006.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~169~147283","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_006.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Orthoptera","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Orthoptera","Animalia | Arthropoda | Insecta","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/sc0b6q10d62t","narv_cockerellFlorissant_038_011_007.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","170","4847","narv_cockerellFlorissant_038_011_007.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~170~147281","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_007.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Orthoptera","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Orthoptera","Animalia | Arthropoda | Insecta","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/9n786c95j5jq","narv_cockerellFlorissant_038_011_008.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","171","4847","narv_cockerellFlorissant_038_011_008.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~171~147279","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_008.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Palaeorehnia maculata","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Palaeorehnia maculata","Animalia | Arthropoda | Insecta | Orthoptera","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/mg608q42f6d9","narv_cockerellFlorissant_038_011_009.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","172","4847","narv_cockerellFlorissant_038_011_009.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~172~147277","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_009.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Tyrbula scudderi","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Tyrbula scudderi","Animalia | Arthropoda | Insecta | Orthoptera | Acrididae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/qr068d51v52g","narv_cockerellFlorissant_038_011_010.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","173","4847","narv_cockerellFlorissant_038_011_010.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~173~147275","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_010.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Gryllacris mutilata","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Gryllacris mutilata","Animalia | Arthropoda | Insecta | Orthoptera | Gryllacrididae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/cj6m6055f6z6","narv_cockerellFlorissant_038_011_011.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","174","4847","narv_cockerellFlorissant_038_011_011.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~174~147273","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_011.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Ischnoptera brunneri","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Ischnoptera brunneri","Animalia | Arthropoda | Insecta | Blattodea | Ectobiidae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/c646258180b6","narv_cockerellFlorissant_038_011_012.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","175","4847","narv_cockerellFlorissant_038_011_012.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~175~147271","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_012.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Lithogryllites lutzii","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Lithogryllites lutzii","Animalia | Arthropoda | Insecta | Orthoptera | Gryllidae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/p67w3f64n8pd","narv_cockerellFlorissant_038_011_013.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","176","4847","narv_cockerellFlorissant_038_011_013.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~176~147269","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_013.pdf"
"Theodore Dru Alison Cockerell Papers","Letter from James A. G. Rehn to Theodore Cockerell re vein structure in Palaeorehnia spp.","Rehn, James A. G. (James Abram Garfield), 1881-1965, author","http://id.loc.gov/authorities/names/no89000152","","","","","","","Palaeorehnia","Animalia | Arthropoda | Insecta | Orthoptera | Prophalangopsidae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","1907 November 28","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/n47v3m26r096","narv_cockerellFlorissant_038_011_014.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","177","4847","narv_cockerellFlorissant_038_011_014.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~177~147267","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_014.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Acridiidae (Nanthacia, Oedipoda, and Taphacris spp.)","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Nanthacia","Animalia | Arthropoda | Insecta | Orthoptera","GBIF","Oedipoda","Animalia | Arthropoda | Insecta | Orthoptera | Acrididae","GBIF","Taphacris","Animalia | Arthropoda | Insecta | Orthoptera | Acrididae | Eumastacidae","GBIF","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/cd621318r1vq","narv_cockerellFlorissant_038_011_016.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","178","4847","narv_cockerellFlorissant_038_011_016.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~178~147265","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_016.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Acridiidae (Tyrbula spp. and Gomphocerus sp.)","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Tyrbula","Animalia | Arthropoda | Insecta | Orthoptera | Acrididae","GBIF","Gomphocerus","Animalia | Arthropoda | Insecta | Orthoptera | Acrididae","GBIF","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/235f0x76t5tg","narv_cockerellFlorissant_038_011_017.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","179","4847","narv_cockerellFlorissant_038_011_017.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~179~147263","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_017.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Blattidae (Zetobora and Homoeogamia spp.)","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Zetobora","Animalia | Arthropoda | Insecta | Blattodea | Blaberidae","GBIF","Homoeogamia","Animalia | Arthropoda | Insecta | Blattodea | Corydiidae","GBIF","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/58489v3050z6","narv_cockerellFlorissant_038_011_018.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","180","4847","narv_cockerellFlorissant_038_011_018.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~180~147261","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_018.pdf"
"Theodore Dru Alison Cockerell Papers","Notes on Labiduromma spp.","Cockerell, Theodore D. A. (Theodore Dru Alison), 1866-1948, author","http://id.loc.gov/authorities/names/n88619263","","","","","","","Labiduromma","Animalia | Arthropoda | Insecta | Dermaptera | Labiduridae","GBIF","","","","","","","","","","","","","In folder labeled ""Florissant: Orthoptera"" in Cockerell's hand. Classified by Cockerell; scientific classification may have changed.","Box 38, Folder 11.","","","","Undated","","Text","http://purl.org/dc/dcmitype/Text","research notes","http://vocab.getty.edu/aat/300265639","","","","","Florissant Fossil Beds National Monument (Colo.)","http://id.loc.gov/authorities/subjects/sh2004003365","","","","","Naturalists--Colorado","http://id.loc.gov/authorities/subjects/sh85090273","","","","","","","","","Paleontology--Colorado--Teller County","http://id.loc.gov/authorities/subjects/sh85097123","","","","","","","","","","","","","","","https://ark.colorado.edu/ark:/47540/dj8q4g58k7q3","narv_cockerellFlorissant_038_011_019.pdf","English","http://id.loc.gov/vocabulary/iso639-2/eng","","Finding aid: https://rmoa.unm.edu/docviewer.php?docId=cou2cockerell.xml","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","181","4847","narv_cockerellFlorissant_038_011_019.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~11~11~181~147259","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/MISC/CUB~11~11/4498/narv_cockerellFlorissant_038_011_019.pdf"
